timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1789683500125,575,Login,200,OK,Thread Group 1-211,text,true,,770,325,300,300,https://restful-booker.herokuapp.com/auth,575,0,424
1789683500571,136,Get Booking,200,OK,Thread Group 1-73,text,true,,915,253,301,301,https://restful-booker.herokuapp.com/booking/4061,136,0,0
1789683500164,542,Login,200,OK,Thread Group 1-181,text,true,,770,325,301,301,https://restful-booker.herokuapp.com/auth,542,0,408
1789683500577,134,Get Booking,200,OK,Thread Group 1-31,text,true,,912,253,302,302,https://restful-booker.herokuapp.com/booking/4047,134,0,0
1789683500139,576,Login,200,OK,Thread Group 1-194,text,true,,770,325,303,303,https://restful-booker.herokuapp.com/auth,576,0,421
1789683500175,540,Login,200,OK,Thread Group 1-200,text,true,,771,327,303,303,https://restful-booker.herokuapp.com/auth,540,0,403
1789683500138,578,Login,200,OK,Thread Group 1-225,text,true,,771,327,303,303,https://restful-booker.herokuapp.com/auth,578,0,434
1789683500152,566,Login,200,OK,Thread Group 1-209,text,true,,770,325,302,302,https://restful-booker.herokuapp.com/auth,566,0,424
1789683500142,577,Login,200,OK,Thread Group 1-183,text,true,,770,325,302,302,https://restful-booker.herokuapp.com/auth,577,0,434
1789683500587,133,Get Booking,200,OK,Thread Group 1-16,text,true,,915,253,302,302,https://restful-booker.herokuapp.com/booking/4088,133,0,0
1789683500586,135,CreateBooking,200,OK,Thread Group 1-106,text,true,,943,520,302,302,https://restful-booker.herokuapp.com/booking,134,0,0
1789683500169,557,Login,200,OK,Thread Group 1-178,text,true,,770,325,303,303,https://restful-booker.herokuapp.com/auth,557,0,422
1789683500594,133,Get Booking,200,OK,Thread Group 1-27,text,true,,916,253,303,303,https://restful-booker.herokuapp.com/booking/4074,133,0,0
1789683500600,132,CreateBooking,200,OK,Thread Group 1-108,text,true,,944,521,304,304,https://restful-booker.herokuapp.com/booking,132,0,0
1789683500602,134,CreateBooking,200,OK,Thread Group 1-140,text,true,,944,521,305,305,https://restful-booker.herokuapp.com/booking,134,0,0
1789683500607,133,Get Booking,200,OK,Thread Group 1-107,text,true,,915,253,306,306,https://restful-booker.herokuapp.com/booking/4076,133,0,0
1789683500608,134,Get Booking,200,OK,Thread Group 1-9,text,true,,915,253,306,306,https://restful-booker.herokuapp.com/booking/4052,134,0,0
